timestamp,site_id,active_power,setpoint
2026-07-01 09:00:00,1,16699,16053
2026-07-01 09:00:00,2,19734,17830
2026-07-01 09:00:00,3,10047,9420
2026-07-01 09:30:00,1,20765,20730
2026-07-01 09:30:00,2,23085,21964
2026-07-01 09:30:00,3,14262,14032
2026-07-01 10:00:00,1,20659,18717
2026-07-01 10:00:00,2,22271,19453
2026-07-01 10:00:00,3,14364,12016
2026-07-01 10:30:00,1,23418,22729
2026-07-01 10:30:00,2,24346,23026
2026-07-01 10:30:00,3,17387,16086
2026-07-01 11:00:00,1,24953,24124
2026-07-01 11:00:00,2,25237,24056
2026-07-01 11:00:00,3,19234,17602
2026-07-01 11:30:00,1,20966,20656
2026-07-01 11:30:00,2,20663,20309
2026-07-01 11:30:00,3,15604,14315
2026-07-01 12:00:00,1,21565,18115
2026-07-01 12:00:00,2,20746,17583
2026-07-01 12:00:00,3,16595,12014
2026-07-01 12:30:00,1,22605,19226
2026-07-01 12:30:00,2,21352,18607
2026-07-01 12:30:00,3,18057,13420
2026-07-01 13:00:00,1,20665,16517
2026-07-01 13:00:00,2,19070,15911
2026-07-01 13:00:00,3,16560,11056
2026-07-01 13:30:00,1,24014,20618
2026-07-01 13:30:00,2,22176,20122
2026-07-01 13:30:00,3,20365,15549
2026-07-01 14:00:00,1,21840,17345
2026-07-01 14:00:00,2,19861,17051
2026-07-01 14:00:00,3,18653,12707
2026-07-01 14:30:00,1,17375,13964
2026-07-01 14:30:00,2,15360,13954
2026-07-01 14:30:00,3,14648,9790
2026-07-01 15:00:00,1,18608,15221
2026-07-01 15:00:00,2,16659,15564
2026-07-01 15:00:00,3,16329,11538
2026-07-01 15:30:00,1,15105,10176
2026-07-01 15:30:00,2,13321,10929
2026-07-01 15:30:00,3,13257,7003
2026-07-01 16:00:00,1,14404,10765
2026-07-01 16:00:00,2,12874,11965
2026-07-01 16:00:00,3,12963,8113
2026-07-01 16:30:00,1,9670,7292
2026-07-01 16:30:00,2,8476,8961
2026-07-01 16:30:00,3,8604,5163
2026-07-01 17:00:00,1,6473,1749
2026-07-01 17:00:00,2,5683,3886
2026-07-01 17:00:00,3,5746,138
2026-07-01 17:30:00,1,8199,3452
2026-07-01 17:30:00,2,7868,6042
2026-07-01 17:30:00,3,7769,2348
2026-07-01 18:00:00,1,-798,-2357
2026-07-01 18:00:00,2,-629,650
2026-07-01 18:00:00,3,-978,-2974
2026-07-01 18:30:00,1,-9403,-12137
2026-07-01 18:30:00,2,-8712,-8766
2026-07-01 18:30:00,3,-9381,-12294
2026-07-01 19:00:00,1,-1617,-3508
2026-07-01 19:00:00,2,-396,159
2026-07-01 19:00:00,3,-1446,-3238
2026-07-01 19:30:00,1,-7568,-8378
2026-07-01 19:30:00,2,-5828,-4494
2026-07-01 19:30:00,3,-7300,-7719
2026-07-01 20:00:00,1,-6678,-8122
2026-07-01 20:00:00,2,-4445,-4112
2026-07-01 20:00:00,3,-6367,-7118
2026-07-01 20:30:00,1,-18345,-18300
2026-07-01 20:30:00,2,-15660,-14260
2026-07-01 20:30:00,3,-18044,-16999
2026-07-01 21:00:00,1,-21156,-20189
2026-07-01 21:00:00,2,-18075,-16218
2026-07-01 21:00:00,3,-20916,-18642
2026-07-01 21:30:00,1,-24540,-23924
2026-07-01 21:30:00,2,-21130,-20120
2026-07-01 21:30:00,3,-24411,-22184
2026-07-01 22:00:00,1,-25424,-23230
2026-07-01 22:00:00,2,-21763,-19688
2026-07-01 22:00:00,3,-25451,-21352
2026-07-01 22:30:00,1,-22233,-21465
2026-07-01 22:30:00,2,-18406,-18271
2026-07-01 22:30:00,3,-22458,-19503
2026-07-01 23:00:00,1,-23413,-20358
2026-07-01 23:00:00,2,-19510,-17587
2026-07-01 23:00:00,3,-23874,-18366
2026-07-01 23:30:00,1,-24642,-21221
2026-07-01 23:30:00,2,-20755,-18935
2026-07-01 23:30:00,3,-25370,-19251
2026-07-02 00:00:00,1,-28829,-27249
2026-07-02 00:00:00,2,-25049,-25493
2026-07-02 00:00:00,3,-29850,-25351
2026-07-02 00:30:00,1,-26312,-24123
2026-07-02 00:30:00,2,-22727,-22926
2026-07-02 00:30:00,3,-27647,-22343
2026-07-02 01:00:00,1,-28470,-24887
2026-07-02 01:00:00,2,-25161,-24258
2026-07-02 01:00:00,3,-30131,-23268
2026-07-02 01:30:00,1,-26079,-22845
2026-07-02 01:30:00,2,-23119,-22775
2026-07-02 01:30:00,3,-28074,-21424
2026-07-02 02:00:00,1,-24663,-21592
2026-07-02 02:00:00,2,-22112,-22051
2026-07-02 02:00:00,3,-26993,-20402
2026-07-02 02:30:00,1,-18583,-14735
2026-07-02 02:30:00,2,-16489,-15676
2026-07-02 02:30:00,3,-21240,-13804
2026-07-02 03:00:00,1,-20572,-17353
2026-07-02 03:00:00,2,-18969,-18713
2026-07-02 03:00:00,3,-23545,-16701
2026-07-02 03:30:00,1,-15631,-10900
2026-07-02 03:30:00,2,-14536,-12602
2026-07-02 03:30:00,3,-18902,-10543
2026-07-02 04:00:00,1,-15836,-10596
2026-07-02 04:00:00,2,-15250,-12551
2026-07-02 04:00:00,3,-19382,-10544
2026-07-02 04:30:00,1,-15763,-12212
2026-07-02 04:30:00,2,-15670,-14323
2026-07-02 04:30:00,3,-19556,-12469
2026-07-02 05:00:00,1,-6178,-4146
2026-07-02 05:00:00,2,-6546,-6310
2026-07-02 05:00:00,3,-10184,-4710
2026-07-02 05:30:00,1,-1822,1713
2026-07-02 05:30:00,2,-2603,-400
2026-07-02 05:30:00,3,-6006,848
2026-07-02 06:00:00,1,3167,6103
2026-07-02 06:00:00,2,2035,4141
2026-07-02 06:00:00,3,-1156,4949
2026-07-02 06:30:00,1,7576,10431
2026-07-02 06:30:00,2,6169,8717
2026-07-02 06:30:00,3,3155,9003
2026-07-02 07:00:00,1,5714,7950
2026-07-02 07:00:00,2,4117,6570
2026-07-02 07:00:00,3,1238,6267
2026-07-02 07:30:00,1,7427,8414
2026-07-02 07:30:00,2,5733,7442
2026-07-02 07:30:00,3,2937,6498
2026-07-02 08:00:00,1,16087,17777
2026-07-02 08:00:00,2,14396,17273
2026-07-02 08:00:00,3,11626,15652
2026-07-02 08:30:00,1,13411,15677
2026-07-02 08:30:00,2,11826,15683
2026-07-02 08:30:00,3,9019,13368
2026-07-02 09:00:00,1,20254,21324
2026-07-02 09:00:00,2,18876,21866
2026-07-02 09:00:00,3,15969,18856
2026-07-02 09:30:00,1,18636,19370
2026-07-02 09:30:00,2,17565,20453
2026-07-02 09:30:00,3,14493,16769
2026-07-02 10:00:00,1,21143,18986
2026-07-02 10:00:00,2,20472,20596
2026-07-02 10:00:00,3,17175,16276
2026-07-02 10:30:00,1,25382,22972
2026-07-02 10:30:00,2,25196,25076
2026-07-02 10:30:00,3,21616,20176
2026-07-02 11:00:00,1,25216,22388
2026-07-02 11:00:00,2,25589,24939
2026-07-02 11:00:00,3,21675,19528
2026-07-02 11:30:00,1,22865,21603
2026-07-02 11:30:00,2,23857,24535
2026-07-02 11:30:00,3,19567,18697
2026-07-02 12:00:00,1,27984,25215
2026-07-02 12:00:00,2,29642,28451
2026-07-02 12:00:00,3,24941,22279
2026-07-02 12:30:00,1,26709,23781
2026-07-02 12:30:00,2,29060,27233
2026-07-02 12:30:00,3,23928,20827
2026-07-02 13:00:00,1,31370,27653
2026-07-02 13:00:00,2,34429,31226
2026-07-02 13:00:00,3,28851,24690
2026-07-02 13:30:00,1,21556,19739
2026-07-02 13:30:00,2,25316,23336
2026-07-02 13:30:00,3,19295,16772
2026-07-02 14:00:00,1,22112,17518
2026-07-02 14:00:00,2,26551,21041
2026-07-02 14:00:00,3,20098,14549
2026-07-02 14:30:00,1,16809,13682
2026-07-02 14:30:00,2,21887,17037
2026-07-02 14:30:00,3,15026,10709
2026-07-02 15:00:00,1,18282,14619
2026-07-02 15:00:00,2,23943,17720
2026-07-02 15:00:00,3,16710,11637
2026-07-02 15:30:00,1,16605,13586
2026-07-02 15:30:00,2,22778,16356
2026-07-02 15:30:00,3,15217,10588
2026-07-02 16:00:00,1,10024,7973
2026-07-02 16:00:00,2,16627,10350
2026-07-02 16:00:00,3,8792,4948
2026-07-02 16:30:00,1,11146,6522
2026-07-02 16:30:00,2,18084,8459
2026-07-02 16:30:00,3,10035,3457
2026-07-02 17:00:00,1,5231,3361
2026-07-02 17:00:00,2,12404,4829
2026-07-02 17:00:00,3,4206,243
2026-07-02 17:30:00,1,8086,4813
2026-07-02 17:30:00,2,15386,5800
2026-07-02 17:30:00,3,7109,1628
2026-07-02 18:00:00,1,1672,-60
2026-07-02 18:00:00,2,8992,454
2026-07-02 18:00:00,3,704,-3327
2026-07-02 18:30:00,1,2449,455
2026-07-02 18:30:00,2,9680,522
2026-07-02 18:30:00,3,1450,-2909
2026-07-02 19:00:00,1,-5685,-7261
2026-07-02 19:00:00,2,1352,-7596
2026-07-02 19:00:00,3,-6755,-10734
2026-07-02 19:30:00,1,-7527,-8359
2026-07-02 19:30:00,2,-781,-9035
2026-07-02 19:30:00,3,-8706,-11953
2026-07-02 20:00:00,1,-6366,-8695
2026-07-02 20:00:00,2,0,-9637
2026-07-02 20:00:00,3,-7690,-12418
2026-07-02 20:30:00,1,-20215,-20071
2026-07-02 20:30:00,2,-14306,-21194
2026-07-02 20:30:00,3,-21718,-23929
2026-07-02 21:00:00,1,-18166,-18269
2026-07-02 21:00:00,2,-12778,-19477
2026-07-02 21:00:00,3,-19878,-22264
2026-07-02 21:30:00,1,-23195,-21589
2026-07-02 21:30:00,2,-18377,-22782
2026-07-02 21:30:00,3,-25142,-25719
2026-07-02 22:00:00,1,-20348,-18344
2026-07-02 22:00:00,2,-16133,-19422
2026-07-02 22:00:00,3,-22552,-22604
2026-07-02 22:30:00,1,-25715,-23484
2026-07-02 22:30:00,2,-22118,-24347
2026-07-02 22:30:00,3,-28191,-27864
2026-07-02 23:00:00,1,-28660,-25939
2026-07-02 23:00:00,2,-25680,-26494
2026-07-02 23:00:00,3,-31419,-30423
2026-07-02 23:30:00,1,-29631,-25874
2026-07-02 23:30:00,2,-27248,-26036
2026-07-02 23:30:00,3,-32678,-30444
2026-07-03 00:00:00,1,-28415,-25074
2026-07-03 00:00:00,2,-26594,-24772
2026-07-03 00:00:00,3,-31749,-29706
2026-07-03 00:30:00,1,-26328,-22023
2026-07-03 00:30:00,2,-25020,-21198
2026-07-03 00:30:00,3,-29942,-26689
2026-07-03 01:00:00,1,-28837,-24662
2026-07-03 01:00:00,2,-27979,-23275
2026-07-03 01:00:00,3,-32718,-29331
2026-07-03 01:30:00,1,-21886,-19633
2026-07-03 01:30:00,2,-21403,-17662
2026-07-03 01:30:00,3,-26015,-24271
2026-07-03 02:00:00,1,-25586,-21835
2026-07-03 02:00:00,2,-25393,-19275
2026-07-03 02:00:00,3,-29939,-26404
2026-07-03 02:30:00,1,-22006,-17830
2026-07-03 02:30:00,2,-22014,-14698
2026-07-03 02:30:00,3,-26553,-22290
2026-07-03 03:00:00,1,-21523,-16377
2026-07-03 03:00:00,2,-21637,-12707
2026-07-03 03:00:00,3,-26229,-20688
2026-07-03 03:30:00,1,-15874,-11344
2026-07-03 03:30:00,2,-16000,-7189
2026-07-03 03:30:00,3,-20701,-15465
2026-07-03 04:00:00,1,-14847,-11891
2026-07-03 04:00:00,2,-14891,-7318
2026-07-03 04:00:00,3,-19754,-15781
2026-07-03 04:30:00,1,-11388,-8493
2026-07-03 04:30:00,2,-11263,-3583
2026-07-03 04:30:00,3,-16330,-12113
2026-07-03 05:00:00,1,-3062,-1445
2026-07-03 05:00:00,2,-2686,3710
2026-07-03 05:00:00,3,-7993,-4757
2026-07-03 05:30:00,1,990,3213
2026-07-03 05:30:00,2,1687,8515
2026-07-03 05:30:00,3,-3883,244
2026-07-03 06:00:00,1,-658,2940
2026-07-03 06:00:00,2,418,8287
2026-07-03 06:00:00,3,-5426,344
2026-07-03 06:30:00,1,6468,8355
2026-07-03 06:30:00,2,7969,13645
2026-07-03 06:30:00,3,1851,6159
2026-07-03 07:00:00,1,9592,12287
2026-07-03 07:00:00,2,11547,17421
2026-07-03 07:00:00,3,5170,10511
2026-07-03 07:30:00,1,4859,6778
2026-07-03 07:30:00,2,7281,11664
2026-07-03 07:30:00,3,675,5438
2026-07-03 08:00:00,1,11552,12043
2026-07-03 08:00:00,2,14439,16601
2026-07-03 08:00:00,3,7644,11148
2026-07-03 08:30:00,1,18165,18089
2026-07-03 08:30:00,2,21498,22250
2026-07-03 08:30:00,3,14567,17642
2026-07-03 09:00:00,1,15855,15546
2026-07-03 09:00:00,2,19599,19258
2026-07-03 09:00:00,3,12596,15542
2026-07-03 09:30:00,1,17863,18549
2026-07-03 09:30:00,2,21968,21776
2026-07-03 09:30:00,3,14967,18976
2026-07-03 10:00:00,1,24156,24086
2026-07-03 10:00:00,2,28558,26811
2026-07-03 10:00:00,3,21639,24925
2026-07-03 10:30:00,1,22714,22781
2026-07-03 10:30:00,2,27339,25007
2026-07-03 10:30:00,3,20588,24006
2026-07-03 11:00:00,1,26626,24534
2026-07-03 11:00:00,2,31390,26283
2026-07-03 11:00:00,3,24895,26113
2026-07-03 11:30:00,1,22899,19952
2026-07-03 11:30:00,2,27710,21262
2026-07-03 11:30:00,3,21560,21845
2026-07-03 12:00:00,1,26456,22670
2026-07-03 12:00:00,2,31220,23597
2026-07-03 12:00:00,3,25498,24833
2026-07-03 12:30:00,1,21596,20024
2026-07-03 12:30:00,2,26216,20638
2026-07-03 12:30:00,3,21002,22407
2026-07-03 13:00:00,1,22154,18853
2026-07-03 13:00:00,2,26536,19235
2026-07-03 13:00:00,3,21898,21402
2026-07-03 13:30:00,1,23185,20717
2026-07-03 13:30:00,2,27238,20958
2026-07-03 13:30:00,3,23237,23374
2026-07-03 14:00:00,1,20332,16026
2026-07-03 14:00:00,2,23974,16222
2026-07-03 14:00:00,3,20654,18731
2026-07-03 14:30:00,1,21288,16650
2026-07-03 14:30:00,2,24445,16899
2026-07-03 14:30:00,3,21836,19341
2026-07-03 15:00:00,1,18375,13553
2026-07-03 15:00:00,2,20986,13951
2026-07-03 15:00:00,3,19101,16168
2026-07-03 15:30:00,1,16177,12302
2026-07-03 15:30:00,2,18195,12940
2026-07-03 15:30:00,3,17028,14780
2026-07-03 16:00:00,1,16612,11252
2026-07-03 16:00:00,2,18005,12211
2026-07-03 16:00:00,3,17532,13532
2026-07-03 16:30:00,1,8645,5147
2026-07-03 16:30:00,2,9398,6498
2026-07-03 16:30:00,3,9575,7171
2026-07-03 17:00:00,1,7867,4007
2026-07-03 17:00:00,2,7981,5805
2026-07-03 17:00:00,3,8747,5722
2026-07-03 17:30:00,1,4584,417
2026-07-03 17:30:00,2,4079,2701
2026-07-03 17:30:00,3,5354,1773
2026-07-03 18:00:00,1,4059,327
2026-07-03 18:00:00,2,2971,3119
2026-07-03 18:00:00,3,4658,1279
2026-07-03 18:30:00,1,2861,522
2026-07-03 18:30:00,2,1243,3825
2026-07-03 18:30:00,3,3230,1033
2026-07-03 19:00:00,1,-5601,-6607
2026-07-03 19:00:00,2,-7682,-2810
2026-07-03 19:00:00,3,-5517,-6569
2026-07-03 19:30:00,1,-6813,-10199
2026-07-03 19:30:00,2,-9277,-5943
2026-07-03 19:30:00,3,-7067,-10658
2026-07-03 20:00:00,1,-9475,-10659
2026-07-03 20:00:00,2,-12230,-5997
2026-07-03 20:00:00,3,-10115,-11631
2026-07-03 20:30:00,1,-16959,-17058
2026-07-03 20:30:00,2,-19905,-12058
2026-07-03 20:30:00,3,-18027,-18552
2026-07-03 21:00:00,1,-17474,-16224
2026-07-03 21:00:00,2,-20506,-10967
2026-07-03 21:00:00,3,-19006,-18241
2026-07-03 21:30:00,1,-19731,-19283
2026-07-03 21:30:00,2,-22739,-13860
2026-07-03 21:30:00,3,-21755,-21816
2026-07-03 22:00:00,1,-22033,-20778
2026-07-03 22:00:00,2,-24909,-15289
2026-07-03 22:00:00,3,-24571,-23813
2026-07-03 22:30:00,1,-25531,-24499
2026-07-03 22:30:00,2,-28168,-19046
2026-07-03 22:30:00,3,-28594,-28014
2026-07-03 23:00:00,1,-26165,-24230
2026-07-03 23:00:00,2,-28462,-18915
2026-07-03 23:00:00,3,-29759,-28197
2026-07-03 23:30:00,1,-26572,-25563
2026-07-03 23:30:00,2,-28438,-20486
2026-07-03 23:30:00,3,-30693,-29946
2026-07-04 00:00:00,1,-33034,-30558
2026-07-04 00:00:00,2,-34387,-25810
2026-07-04 00:00:00,3,-37668,-35318
2026-07-04 00:30:00,1,-33831,-29078
2026-07-04 00:30:00,2,-34602,-24742
2026-07-04 00:30:00,3,-38957,-34170
2026-07-04 01:00:00,1,-29667,-24690
2026-07-04 01:00:00,2,-29804,-20833
2026-07-04 01:00:00,3,-35253,-30065
2026-07-04 01:30:00,1,-27450,-24485
2026-07-04 01:30:00,2,-26915,-21161
2026-07-04 01:30:00,3,-33458,-30091
2026-07-04 02:00:00,1,-24815,-22189
2026-07-04 02:00:00,2,-23588,-19433
2026-07-04 02:00:00,3,-31199,-27973
2026-07-04 02:30:00,1,-29514,-24241
2026-07-04 02:30:00,2,-27592,-22070
2026-07-04 02:30:00,3,-36220,-30148
2026-07-04 03:00:00,1,-27882,-24536
2026-07-04 03:00:00,2,-25282,-22946
2026-07-04 03:00:00,3,-34851,-30512
2026-07-04 03:30:00,1,-21300,-18348
2026-07-04 03:30:00,2,-18052,-17319
2026-07-04 03:30:00,3,-28467,-24339
2026-07-04 04:00:00,1,-22937,-17438
2026-07-04 04:00:00,2,-19090,-16930
2026-07-04 04:00:00,3,-30232,-23393
2026-07-04 04:30:00,1,-17475,-13814
2026-07-04 04:30:00,2,-13091,-13771
2026-07-04 04:30:00,3,-24826,-19683
2026-07-04 05:00:00,1,-9491,-4717
2026-07-04 05:00:00,2,-4645,-5067
2026-07-04 05:00:00,3,-16822,-10456
2026-07-04 05:30:00,1,-5554,-2344
2026-07-04 05:30:00,2,-332,-3003
2026-07-04 05:30:00,3,-12791,-7911
2026-07-04 06:00:00,1,-5806,-1319
2026-07-04 06:00:00,2,-301,-2195
2026-07-04 06:00:00,3,-12872,-6678
2026-07-04 06:30:00,1,-1792,1019
2026-07-04 06:30:00,2,3897,25
2026-07-04 06:30:00,3,-8614,-4101
2026-07-04 07:00:00,1,4330,7997
2026-07-04 07:00:00,2,10103,6985
2026-07-04 07:00:00,3,-2177,3142
2026-07-04 07:30:00,1,6192,8221
2026-07-04 07:30:00,2,11948,7291
2026-07-04 07:30:00,3,68,3651
2026-07-04 08:00:00,1,10072,11237
2026-07-04 08:00:00,2,15714,10483
2026-07-04 08:00:00,3,4392,6965
2026-07-04 08:30:00,1,12593,13223
2026-07-04 08:30:00,2,18031,12731
2026-07-04 08:30:00,3,7414,9258
2026-07-04 09:00:00,1,12885,12093
2026-07-04 09:00:00,2,18038,11938
2026-07-04 09:00:00,3,8255,8436
2026-07-04 09:30:00,1,17816,18719
2026-07-04 09:30:00,2,22612,18962
2026-07-04 09:30:00,3,13776,15368
2026-07-04 10:00:00,1,13771,14851
2026-07-04 10:00:00,2,18153,15536
2026-07-04 10:00:00,3,10353,11798
2026-07-04 10:30:00,1,16691,14785
2026-07-04 10:30:00,2,20617,15938
2026-07-04 10:30:00,3,13917,12017
2026-07-04 11:00:00,1,19865,20019
2026-07-04 11:00:00,2,23307,21648
2026-07-04 11:00:00,3,17747,17520
2026-07-04 11:30:00,1,15892,15782
2026-07-04 11:30:00,2,18839,17875
2026-07-04 11:30:00,3,14433,13532
2026-07-04 12:00:00,1,15872,14122
2026-07-04 12:00:00,2,18331,16651
2026-07-04 12:00:00,3,15064,12099
2026-07-04 12:30:00,1,21896,18169
2026-07-04 12:30:00,2,23890,21086
2026-07-04 12:30:00,3,21720,16348
2026-07-04 13:00:00,1,19045,17092
2026-07-04 13:00:00,2,20611,20334
2026-07-04 13:00:00,3,19472,15448
2026-07-04 13:30:00,1,14237,12380
2026-07-04 13:30:00,2,15427,15872
2026-07-04 13:30:00,3,15228,10888
2026-07-04 14:00:00,1,12782,10796
2026-07-04 14:00:00,2,13660,14450
2026-07-04 14:00:00,3,14289,9430
2026-07-04 14:30:00,1,16993,12684
2026-07-04 14:30:00,2,17635,16407
2026-07-04 14:30:00,3,18960,11420
2026-07-04 15:00:00,1,13958,9190
2026-07-04 15:00:00,2,14448,12884
2026-07-04 15:00:00,3,16319,8006
2026-07-04 15:30:00,1,8246,5070
2026-07-04 15:30:00,2,8673,8636
2026-07-04 15:30:00,3,10930,3945
2026-07-04 16:00:00,1,4692,303
2026-07-04 16:00:00,2,5148,3646
2026-07-04 16:00:00,3,7621,-781
2026-07-04 16:30:00,1,7281,4101
2026-07-04 16:30:00,2,7858,7134
2026-07-04 16:30:00,3,10372,3043
2026-07-04 17:00:00,1,663,-1896
2026-07-04 17:00:00,2,1450,748
2026-07-04 17:00:00,3,3831,-2939
2026-07-04 17:30:00,1,388,-3258
2026-07-04 17:30:00,2,1469,-1068
2026-07-04 17:30:00,3,3544,-4294
2026-07-04 18:00:00,1,-3245,-4693
2026-07-04 18:00:00,2,-1795,-3006
2026-07-04 18:00:00,3,-189,-5726
2026-07-04 18:30:00,1,-6768,-8034
2026-07-04 18:30:00,2,-4884,-6883
2026-07-04 18:30:00,3,-3901,-9064
2026-07-04 19:00:00,1,-5631,-6994
2026-07-04 19:00:00,2,-3262,-6394
2026-07-04 19:00:00,3,-3038,-8019
2026-07-04 19:30:00,1,-11005,-11421
2026-07-04 19:30:00,2,-8113,-11366
2026-07-04 19:30:00,3,-8770,-12436
2026-07-04 20:00:00,1,-15729,-17778
2026-07-04 20:00:00,2,-12292,-18244
2026-07-04 20:00:00,3,-13929,-18773
2026-07-04 20:30:00,1,-28619,-29345
2026-07-04 20:30:00,2,-24631,-30290
2026-07-04 20:30:00,3,-27327,-30310
2026-07-04 21:00:00,1,-25898,-25640
2026-07-04 21:00:00,2,-21371,-27004
2026-07-04 21:00:00,3,-25179,-26562
2026-07-04 21:30:00,1,-24166,-23323
2026-07-04 21:30:00,2,-19129,-25033
2026-07-04 21:30:00,3,-24075,-24188
2026-07-04 22:00:00,1,-26712,-24602
2026-07-04 22:00:00,2,-21209,-26571
2026-07-04 22:00:00,3,-27298,-25395
2026-07-04 22:30:00,1,-28899,-25642
2026-07-04 22:30:00,2,-22989,-27775
2026-07-04 22:30:00,3,-30198,-26349
2026-07-04 23:00:00,1,-28605,-26498
2026-07-04 23:00:00,2,-22362,-28693
2026-07-04 23:00:00,3,-30644,-27105
2026-07-04 23:30:00,1,-35208,-31441
2026-07-04 23:30:00,2,-28716,-33595
2026-07-04 23:30:00,3,-38001,-31935
2026-07-05 00:00:00,1,-29414,-27371
2026-07-05 00:00:00,2,-22767,-29381
2026-07-05 00:00:00,3,-32966,-27742
2026-07-05 00:30:00,1,-32165,-29088
2026-07-05 00:30:00,2,-25464,-30856
2026-07-05 00:30:00,3,-36468,-29328
2026-07-05 01:00:00,1,-28534,-25904
2026-07-05 01:00:00,2,-21883,-27342
2026-07-05 01:00:00,3,-33568,-26008
2026-07-05 01:30:00,1,-31845,-27370
2026-07-05 01:30:00,2,-25349,-28399
2026-07-05 01:30:00,3,-37578,-27337
2026-07-05 02:00:00,1,-32501,-26615
2026-07-05 02:00:00,2,-26265,-27172
2026-07-05 02:00:00,3,-38892,-26448
2026-07-05 02:30:00,1,-24362,-21716
2026-07-05 02:30:00,2,-18484,-21753
2026-07-05 02:30:00,3,-31358,-21421
2026-07-05 03:00:00,1,-23190,-19461
2026-07-05 03:00:00,2,-17762,-18949
2026-07-05 03:00:00,3,-30728,-19050
2026-07-05 03:30:00,1,-22575,-17966
2026-07-05 03:30:00,2,-17678,-16894
2026-07-05 03:30:00,3,-30585,-17456
2026-07-05 04:00:00,1,-19198,-16036
2026-07-05 04:00:00,2,-14901,-14413
2026-07-05 04:00:00,3,-27600,-15446
2026-07-05 04:30:00,1,-20689,-17404
2026-07-05 04:30:00,2,-17046,-15258
2026-07-05 04:30:00,3,-29398,-16760
2026-07-05 05:00:00,1,-9074,-6300
2026-07-05 05:00:00,2,-6124,-3675
2026-07-05 05:00:00,3,-17999,-5630
2026-07-05 05:30:00,1,-7082,-4132
2026-07-05 05:30:00,2,-4847,-1089
2026-07-05 05:30:00,3,-16129,-3468
2026-07-05 06:00:00,1,-2892,494
2026-07-05 06:00:00,2,-1375,3880
2026-07-05 06:00:00,3,-11963,1116
2026-07-05 06:30:00,1,2002,4389
2026-07-05 06:30:00,2,2813,8032
2026-07-05 06:30:00,3,-6996,4931
2026-07-05 07:00:00,1,2111,4400
2026-07-05 07:00:00,2,2248,8207
2026-07-05 07:00:00,3,-6716,4823
2026-07-05 07:30:00,1,2784,4730
2026-07-05 07:30:00,2,2293,8602
2026-07-05 07:30:00,3,-5777,4992
2026-07-05 08:00:00,1,5136,6691
2026-07-05 08:00:00,2,4081,10530
2026-07-05 08:00:00,3,-3067,6752
2026-07-05 08:30:00,1,8519,9348
2026-07-05 08:30:00,2,6976,13058
2026-07-05 08:30:00,3,761,9166
2026-07-05 09:00:00,1,15512,16919
2026-07-05 09:00:00,2,13568,20410
2026-07-05 09:00:00,3,8279,16456
2026-07-05 09:30:00,1,17255,17092
2026-07-05 09:30:00,2,15007,20284
2026-07-05 09:30:00,3,10620,16311
